recno,LC,TBest,TBest2,Mbest,Mbest2,SolID,Source,Pf,e_Pf,P1O,e_P1O,P2O,e_P2O,P3O,e_P3O,EpG,e_EpG,EpBP,e_EpBP,EpRP,e_EpRP,Gmag,e_Gmag,BPmag,e_BPmag,RPmag,e_RPmag,AmpG,e_AmpG,AmpBP,e_AmpBP,AmpRP,e_AmpRP,[Fe/H],e_[Fe/H],R21G,e_R21G,R31G,e_R31G,phi21G,e_phi21G,phi31G,e_phi31G,o_EpG,o_EpBP,o_EpRP,RA_ICRS,DE_ICRS,_RA.icrs,_DE.icrs
559,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,5825745459115274624,nan,nan,2.87430426,5.27E-6,nan,nan,nan,nan,1697.63268361,7.46E-6,1697.6678543,7.46E-6,1697.58682541,7.46E-6,14.2322,1.0E-4,14.9138,0.0014,13.4189,4.0E-4,0.288255,2.34E-4,0.341766,0.002628,0.277621,0.001737,nan,nan,0.16325,9.9E-4,nan,nan,3.18397,0.00877,nan,nan,46,40,40,234.54998563013,-64.95659314171,234.54998563013,-64.95659314171
560,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295549951641967,5826509310466002048,50.13073367,0.00123626,nan,nan,nan,nan,nan,nan,1624.77366778,0.00174834,1624.6888008,0.00174834,1624.55335285,0.00174834,13.3873,1.0E-4,14.1869,7.0E-4,12.5098,4.0E-4,0.355294,3.72E-4,0.419827,0.004203,0.328291,0.002501,nan,nan,0.48882,0.00122,nan,nan,4.79552,0.00302,nan,nan,38,34,34,237.32840813478,-62.31057487205,237.32840813478,-62.31057487205
561,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,5826821125045485568,nan,nan,2.1432425,2.306E-5,nan,nan,nan,nan,1697.80978889,3.262E-5,1828.43444439,3.262E-5,1697.75483999,3.262E-5,17.8608,6.0E-4,18.6133,0.0092,16.8768,0.0043,0.352057,0.002614,0.341715,0.037967,0.327665,0.021276,nan,nan,0.27211,0.00442,nan,nan,4.97541,0.02795,nan,nan,31,25,27,231.41410392962,-63.90400576377,231.41410392962,-63.90400576377
562,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5825379734071464320,12.3365811,3.0069E-4,nan,nan,nan,nan,nan,nan,1677.81613343,4.2525E-4,1677.91583062,4.2525E-4,1677.87175298,4.2525E-4,16.3401,2.0E-4,17.1785,0.0029,15.4078,0.0012,0.474909,0.001518,0.541448,0.019246,0.395411,0.005178,nan,nan,0.22059,0.00429,nan,nan,2.23972,0.01844,nan,nan,36,34,35,230.42715971307,-64.00742867165,230.42715971307,-64.00742867165
563,LC,T2CEP,BL_HER,NOT_APPLICABLE,,369295549951641967,5826400596245881600,1.25776024,7.3E-7,nan,nan,nan,nan,nan,nan,1700.9381277,1.03E-6,1700.91577377,1.03E-6,1700.9585726,1.03E-6,14.4938,1.0E-4,14.9019,0.0012,13.9217,7.0E-4,0.41506,7.7E-4,0.535993,0.009549,0.331261,0.004887,nan,nan,0.30497,0.00139,nan,nan,5.11039,0.00398,nan,nan,34,24,26,237.68013260038,-63.17346002449,237.68013260038,-63.17346002449
564,LC,DCEP,,FUNDAMENTAL,,369295549951641967,1081153704899012096,11.30843705,1.3544E-4,nan,nan,nan,nan,nan,nan,1680.07121115,1.9155E-4,1679.13521179,1.9155E-4,1679.25896875,1.9155E-4,14.3992,1.0E-4,14.986,0.0025,13.686,0.0016,0.26812,4.93E-4,0.299824,0.009308,0.222516,0.006067,nan,nan,0.22044,0.00161,nan,nan,6.75389,0.01119,nan,nan,31,30,30,118.55610678105,55.42484268208,118.55610678105,55.42484268208
565,LC,DCEP,,FUNDAMENTAL,,369295549951641967,2025217890612425344,3.39153826,1.098E-5,nan,nan,nan,nan,nan,nan,1755.59594514,1.552E-5,1755.56127332,1.552E-5,1755.72763824,1.552E-5,15.5134,4.0E-4,16.3751,0.0031,14.543,0.0011,0.843604,8.64E-4,1.071513,0.010151,0.724156,0.005573,-0.13,0.22,0.43394,0.00216,0.26878,0.00125,4.11427,0.00481,2.09552,0.00738,37,34,34,293.14590540258,26.8047893462,293.14590540258,26.8047893462
566,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,2023508871570171648,nan,nan,4.33155874,4.492E-5,nan,nan,nan,nan,1750.76623388,6.353E-5,1750.84592896,6.353E-5,1750.80128225,6.353E-5,16.7104,3.0E-4,17.6135,0.0031,15.7561,0.0018,0.411827,0.001224,0.523263,0.018839,0.376363,0.006385,nan,nan,0.13466,0.00235,nan,nan,5.06634,0.01633,nan,nan,40,37,39,288.94060354622,24.94967691274,288.94060354622,24.94967691274
567,LC,T2CEP,W_VIR,NOT_APPLICABLE,,369295549951641967,2070890023051322368,13.67404613,1.4825E-4,nan,nan,nan,nan,nan,nan,1693.14249444,2.0966E-4,1692.9198626,2.0966E-4,1694.48352265,2.0966E-4,11.5878,1.0E-4,12.0616,2.0E-4,10.9626,2.0E-4,0.42471,3.88E-4,0.279136,9.21E-4,0.488333,8.55E-4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,23,22,21,306.38288529801,44.90431191174,306.38288529801,44.90431191174
568,LC,DCEP,,FUNDAMENTAL,,369295549951641967,2071433765909167232,15.11945681,1.5205E-4,nan,nan,nan,nan,nan,nan,1693.46439561,2.1504E-4,1693.1396068,2.1504E-4,1693.40419952,2.1504E-4,8.8171,2.0E-4,9.7295,5.0E-4,7.9111,2.0E-4,0.741361,0.00113,0.920835,0.002141,0.596281,0.001067,nan,nan,0.29106,0.00172,0.16973,0.00159,4.70532,0.00343,2.10797,0.00572,30,26,27,308.22621086629,46.60124952769,308.22621086629,46.60124952769
569,LC,DCEP,,FUNDAMENTAL,,369295549951641967,2072446725377780352,15.79268453,5.538E-5,nan,nan,nan,nan,nan,nan,1729.68759129,7.831E-5,1727.15637665,7.831E-5,1729.68851245,7.831E-5,14.3384,1.0E-4,15.0716,0.0019,13.5098,0.0011,1.03402,5.03E-4,1.337494,0.01405,0.971949,0.004564,nan,nan,0.18478,2.8E-4,nan,nan,6.57484,0.00329,nan,nan,29,22,25,299.97651906596,38.77826952719,299.97651906596,38.77826952719
570,LC,DCEP,,FUNDAMENTAL,,369295549951641967,2072462977534277376,3.80937292,1.259E-5,nan,nan,nan,nan,nan,nan,1757.22267418,1.781E-5,1757.15782715,1.781E-5,1757.13336764,1.781E-5,15.2988,3.0E-4,16.1092,0.0021,14.422,0.0012,0.5495,8.64E-4,0.548137,0.007412,0.389515,0.00452,0.43,0.22,0.26274,0.002,0.0926,0.00154,2.97052,0.00533,1.2963,0.01315,26,24,24,299.8820397189,38.90205036431,299.8820397189,38.90205036431
571,LC,DCEP,,FUNDAMENTAL,,369295549951641967,2071706925852317696,7.52235357,7.529E-5,nan,nan,nan,nan,nan,nan,1745.26523175,1.0647E-4,1745.18202982,1.0647E-4,1745.16593508,1.0647E-4,14.6829,2.0E-4,15.4183,0.0021,13.8481,0.0012,0.307448,7.29E-4,0.34483,0.008491,0.27617,0.004983,nan,nan,0.09999,0.00131,nan,nan,6.08966,0.023,nan,nan,27,25,26,298.65054429147,36.51099758316,298.65054429147,36.51099758316
572,LC,DCEP,,FUNDAMENTAL,,369295549951641967,2071861819554289280,27.49244311,0.00417222,nan,nan,nan,nan,nan,nan,1686.77519874,0.00590041,1687.42119884,0.00590041,1687.88000196,0.00590041,16.9471,4.0E-4,17.8229,0.0056,16.0058,0.0021,0.306786,0.001066,0.440071,0.018881,0.294577,0.008405,nan,nan,0.12599,0.00656,nan,nan,3.94954,0.03301,nan,nan,28,25,25,299.20509894761,37.37067798686,299.20509894761,37.37067798686
573,LC,DCEP,,FUNDAMENTAL,,369295549951641967,2072235820984829312,3.8918716,7.8E-6,nan,nan,nan,nan,nan,nan,1756.66268456,1.103E-5,1756.63552576,1.103E-5,1756.64313714,1.103E-5,14.2935,3.0E-4,14.8825,0.0027,13.5071,0.0014,0.835912,0.001337,0.968804,0.008727,0.671298,0.006903,-0.17,0.22,0.44484,0.0016,0.24528,8.6E-4,4.55319,0.00326,3.13665,0.00738,28,26,27,299.71473386481,37.64724763885,299.71473386481,37.64724763885
574,LC,DCEP,,FUNDAMENTAL,,369295549951641967,2067030702869079424,10.39002583,4.645E-5,nan,nan,nan,nan,nan,nan,1768.09442139,6.569E-5,1799.21227953,6.569E-5,1799.39639607,6.569E-5,12.281,1.0E-4,12.6127,6.0E-4,11.6736,5.0E-4,0.409068,2.14E-4,0.527833,0.001385,0.312891,0.001136,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,25,20,21,311.84830402304,43.74436273033,311.84830402304,43.74436273033
575,LC,DCEP,,FUNDAMENTAL,,369295549951641967,2072329902270080128,3.89670954,1.165E-5,nan,nan,nan,nan,nan,nan,1754.95253279,1.647E-5,1754.92508019,1.647E-5,1754.9958106,1.647E-5,13.5903,1.0E-4,14.2168,7.0E-4,12.8073,5.0E-4,0.434963,5.06E-4,0.546149,0.004155,0.319231,0.002771,0.07,0.22,0.37155,9.5E-4,0.12796,0.001,4.41633,0.00321,2.61998,0.00903,29,25,25,299.38702187721,38.09177187992,299.38702187721,38.09177187992
576,LC,DCEP,,FUNDAMENTAL,,369295549951641967,3541660994702826624,1.6548114,1.37E-6,nan,nan,nan,nan,nan,nan,1679.74293381,1.93E-6,1679.76307666,1.93E-6,1679.76762157,1.93E-6,14.2649,0.0016,14.6123,0.0855,13.9244,0.002,0.733913,5.71E-4,0.904973,0.1259,0.510337,0.009071,-0.7,0.22,0.6052,0.00924,0.45946,0.00197,5.04142,0.02896,2.47973,0.03398,41,35,36,175.08925923966,-21.25073043828,175.08925923966,-21.25073043828
577,LC,T2CEP,RV_TAU,NOT_APPLICABLE,,369295549951641967,4534830881510613248,28.79197569,5.791E-4,nan,nan,nan,nan,nan,nan,1653.18905493,8.1897E-4,1653.25808904,8.1897E-4,1653.18949129,8.1897E-4,12.6614,1.0E-4,13.3879,5.0E-4,11.8327,3.0E-4,0.297533,2.87E-4,0.33935,0.00171,0.240411,0.001095,nan,nan,0.2654,0.00101,nan,nan,5.18257,0.00952,nan,nan,38,37,36,284.57823832023,26.27071223618,284.57823832023,26.27071223618
578,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5312196047720402048,6.45379995,6.514E-5,nan,nan,nan,nan,nan,nan,1661.53365508,9.212E-5,1661.50210534,9.212E-5,1661.53971385,9.212E-5,11.0614,3.0E-4,12.0691,4.0E-4,10.0769,1.0E-4,0.416159,0.001145,0.536439,0.001448,0.356852,5.44E-4,nan,nan,0.34028,0.00173,0.06957,0.00173,4.89067,0.01005,3.4433,0.02813,39,36,40,143.34884018877,-52.75584569418,143.34884018877,-52.75584569418
579,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5313887130948758016,11.20064344,1.3333E-4,nan,nan,nan,nan,nan,nan,1639.54461781,1.8856E-4,1639.43141648,1.8856E-4,1639.5852925,1.8856E-4,8.8775,1.0E-4,9.8333,3.0E-4,7.9467,2.0E-4,0.55062,6.58E-4,0.71378,0.001364,0.47836,8.61E-4,nan,nan,0.03183,8.6E-4,0.19385,0.00197,3.42971,0.04584,0.37874,0.00554,39,35,33,142.92069155603,-49.65498936099,142.92069155603,-49.65498936099
580,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5316627285726082176,13.42801914,6.368E-5,nan,nan,nan,nan,nan,nan,1633.57340826,9.005E-5,1632.40760257,9.005E-5,1633.42614615,9.005E-5,14.5058,1.0E-4,15.0227,0.001,13.8166,0.0018,0.852682,7.01E-4,0.973322,0.004736,0.760087,0.005847,nan,nan,0.13733,8.0E-4,0.11833,4.7E-4,1.21865,0.00341,2.35099,0.00583,40,41,39,130.6479294157,-56.29163118073,130.6479294157,-56.29163118073
581,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5310265099146146816,3.50424443,1.267E-5,nan,nan,nan,nan,nan,nan,1668.18446008,1.791E-5,1668.14906241,1.791E-5,1668.1950294,1.791E-5,14.2269,2.0E-4,15.0122,0.0016,13.3408,0.001,0.441715,5.27E-4,0.581724,0.003775,0.358516,0.002243,-0.03,0.22,0.40206,0.00133,0.17588,0.00112,4.43799,0.00286,2.56915,0.00862,43,40,42,138.32400982255,-54.931210193,138.32400982255,-54.931210193
582,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5311139245252191616,3.59049814,2.14E-5,nan,nan,nan,nan,nan,nan,1665.07395776,3.027E-5,1665.08101214,3.027E-5,1665.27878924,3.027E-5,11.6803,2.0E-4,12.217,4.0E-4,11.0236,2.0E-4,0.375873,6.78E-4,0.451531,0.001533,0.260012,5.92E-4,0.26,0.22,0.3135,9.7E-4,0.09514,9.1E-4,4.31707,0.00384,2.42366,0.01524,39,38,38,137.38338846595,-53.98770298758,137.38338846595,-53.98770298758
583,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,5311347637061714304,nan,nan,1.29622989,1.34E-6,nan,nan,nan,nan,1669.37906,1.89E-6,1669.37160489,1.89E-6,1669.38594078,1.89E-6,12.2176,1.0E-4,12.736,5.0E-4,11.5518,2.0E-4,0.211648,3.37E-4,0.26087,0.002265,0.165445,0.001224,nan,nan,0.13886,0.00101,nan,nan,3.91342,0.00766,nan,nan,38,34,34,137.25223364306,-53.59880116706,137.25223364306,-53.59880116706
584,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,5311598634949142400,nan,nan,2.48164661,5.62E-6,nan,nan,nan,nan,1668.85190058,7.95E-6,1668.85420821,7.95E-6,1668.89676564,7.95E-6,10.4081,1.0E-4,10.9235,2.0E-4,9.7556,1.0E-4,0.292321,3.9E-4,0.367498,6.44E-4,0.220635,5.51E-4,nan,nan,0.14102,9.9E-4,nan,nan,4.59478,0.00847,nan,nan,37,33,34,139.31963283616,-53.08484775665,139.31963283616,-53.08484775665
585,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5313250548085699712,3.3550286,5.04E-6,nan,nan,nan,nan,nan,nan,1662.80679348,7.13E-6,1664.21644289,7.13E-6,1662.80904599,7.13E-6,12.6974,6.0E-4,13.6241,0.0177,11.6849,0.0013,0.705699,0.001166,0.987849,0.078164,0.592956,0.001043,-0.43,0.22,0.52293,0.00302,0.23715,0.00157,4.81409,0.01543,2.39751,0.00707,39,38,38,139.88405204353,-51.62042496173,139.88405204353,-51.62042496173
586,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5310669788148987520,13.12071193,7.541E-5,nan,nan,nan,nan,nan,nan,1648.71275485,1.0664E-4,1648.44963864,1.0664E-4,1648.9188959,1.0664E-4,13.7352,2.0E-4,14.711,0.0014,12.7516,7.0E-4,0.540678,4.55E-4,0.677223,0.005084,0.472861,0.00158,nan,nan,0.1452,7.9E-4,nan,nan,4.74055,0.00607,nan,nan,35,33,33,139.59221850828,-54.41226033225,139.59221850828,-54.41226033225
587,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5311298983669288832,4.35093188,8.23E-6,nan,nan,nan,nan,nan,nan,1662.69358862,1.164E-5,1662.66752781,1.164E-5,1662.70196826,1.164E-5,13.3681,1.0E-4,13.9313,6.0E-4,12.6522,4.0E-4,0.312502,2.64E-4,0.377217,0.003288,0.244867,0.00213,0.29,0.23,0.31599,0.00154,nan,nan,4.46055,0.00264,nan,nan,37,32,29,136.84989341356,-54.09276365205,136.84989341356,-54.09276365205
588,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5311409896910828800,3.80582002,4.58E-6,nan,nan,nan,nan,nan,nan,1661.42040968,6.47E-6,1661.42104135,6.47E-6,1661.46680664,6.47E-6,13.7174,1.0E-4,14.482,9.0E-4,12.8598,4.0E-4,0.487114,2.86E-4,0.63658,0.002651,0.402933,0.001367,0.05,0.22,0.37762,0.00136,0.19738,5.9E-4,4.40519,0.00234,2.82503,0.0076,43,41,43,137.14651048468,-53.1970221801,137.14651048468,-53.1970221801
589,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5312211543950752128,5.48393656,2.763E-5,nan,nan,nan,nan,nan,nan,1662.42213275,3.907E-5,1662.40298414,3.907E-5,1662.63604178,3.907E-5,11.186,4.0E-4,12.0909,4.0E-4,10.2487,2.0E-4,0.542209,6.79E-4,0.717652,0.001226,0.50222,9.6E-4,-0.04,0.23,0.42074,0.00263,0.17293,0.00208,4.62597,0.00665,3.05521,0.01911,28,27,22,142.56597487434,-53.05867531476,142.56597487434,-53.05867531476
590,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5312523629150992768,3.50302611,6.021E-5,nan,nan,nan,nan,nan,nan,1667.68895859,8.515E-5,1667.39217236,8.515E-5,1667.72833732,8.515E-5,17.3849,5.0E-4,18.1075,0.0057,16.5445,0.0029,0.232547,0.00128,0.077588,0.022822,0.303896,0.011639,0.46,0.22,0.25258,0.009,nan,nan,3.08894,0.03394,nan,nan,39,31,35,142.06388281086,-51.99273112389,142.06388281086,-51.99273112389
591,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,5310680130430560768,nan,nan,4.11692018,3.974E-5,nan,nan,nan,nan,1666.66486043,5.62E-5,1666.66569454,5.62E-5,1666.69894076,5.62E-5,11.0089,1.0E-4,11.5208,2.0E-4,10.3599,1.0E-4,0.244491,6.28E-4,0.3274,0.002137,0.189975,5.97E-4,nan,nan,0.14944,0.00269,nan,nan,3.58431,0.0116,nan,nan,29,28,28,139.02433418556,-54.30972892735,139.02433418556,-54.30972892735
592,LC,DCEP,,FIRST_OVERTONE,,369295549951641967,5317494559886504704,nan,nan,1.66916941,1.55E-6,nan,nan,nan,nan,1664.64124027,2.19E-6,1664.62647651,2.19E-6,1664.61127504,2.19E-6,13.4091,1.0E-4,13.7912,0.0011,12.854,9.0E-4,0.406909,4.47E-4,0.541943,0.004895,0.306566,0.003803,nan,nan,0.2151,7.0E-4,nan,nan,4.41328,0.00358,nan,nan,36,30,30,133.34150974261,-54.05493875127,133.34150974261,-54.05493875127
593,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5310255272261039488,2.39764005,2.32E-6,nan,nan,nan,nan,nan,nan,1668.49326527,3.28E-6,1670.93499229,3.28E-6,1670.94211751,3.28E-6,14.4423,1.0E-4,15.1027,9.0E-4,13.6484,5.0E-4,0.766759,8.01E-4,0.919987,0.005879,0.5798,0.003692,-0.39,0.22,0.51259,0.00104,0.27291,7.4E-4,4.13354,0.00202,2.16874,0.00401,42,39,39,138.08440568533,-55.23390915548,138.08440568533,-55.23390915548
594,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5310863370918375552,3.05162818,6.95E-6,nan,nan,nan,nan,nan,nan,1667.91039214,9.83E-6,1667.90469243,9.83E-6,1667.92901263,9.83E-6,13.596,1.0E-4,14.4651,5.0E-4,12.6652,3.0E-4,0.318038,2.8E-4,0.419856,0.002968,0.269684,0.001523,0.2,0.22,0.33065,8.8E-4,0.11877,0.00118,4.31964,0.00411,2.37419,0.01137,43,38,38,140.55281104973,-53.06411604597,140.55281104973,-53.06411604597
595,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5310969267622303872,2.92761538,8.48E-6,nan,nan,nan,nan,nan,nan,1666.94204426,1.199E-5,1666.94535597,1.199E-5,1667.24830233,1.199E-5,14.5153,7.0E-4,15.1045,0.0064,13.7798,0.0011,0.498032,9.01E-4,0.630177,0.01319,0.416434,0.004692,0.11,0.22,0.35951,0.00435,0.16721,0.00285,4.21624,0.00829,2.79806,0.03057,34,29,30,136.56210366263,-54.93718636791,136.56210366263,-54.93718636791
596,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5311616398935271168,13.23957883,7.5835E-4,nan,nan,nan,nan,nan,nan,1639.38257708,0.00107247,1639.05327287,0.00107247,1639.6983824,0.00107247,10.8533,0.0015,11.8599,3.0E-4,9.8947,1.0E-4,0.50798,7.85E-4,0.653266,9.41E-4,0.419112,4.96E-4,nan,nan,0.05612,0.02505,nan,nan,4.91411,2.68456,nan,nan,40,40,40,140.00627311829,-52.85618481337,140.00627311829,-52.85618481337
597,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5315166481439892096,6.91506753,1.6886E-4,nan,nan,nan,nan,nan,nan,1652.56071724,2.388E-4,1653.14229022,2.388E-4,1652.55513182,2.388E-4,17.8051,9.0E-4,18.5221,0.0093,16.9963,0.0068,0.339447,0.005157,0.449971,0.058333,0.271384,0.040299,nan,nan,0.44534,0.00967,0.3059,0.00748,5.76276,0.02517,3.07825,0.03212,37,33,31,127.38958603865,-57.56251461341,127.38958603865,-57.56251461341
598,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5864184488751391744,4.82483024,9.13E-6,nan,nan,nan,nan,nan,nan,1689.06846417,1.291E-5,1688.90385992,1.291E-5,1688.9181034,1.291E-5,14.7064,2.0E-4,15.559,0.0016,13.7475,0.001,0.848346,6.34E-4,1.077066,0.007184,0.701203,0.003659,-0.58,0.22,0.56964,8.2E-4,nan,nan,4.17062,0.00232,nan,nan,40,36,35,203.61002704042,-64.37097938963,203.61002704042,-64.37097938963
599,LC,DCEP,,FUNDAMENTAL,,369295549951641967,5864955727424819200,15.04435604,1.0527E-4,nan,nan,nan,nan,nan,nan,1669.03833483,1.4887E-4,1668.7800523,1.4887E-4,1669.02310612,1.4887E-4,9.7239,3.0E-4,10.5443,5.0E-4,8.8794,4.0E-4,0.894674,0.002675,1.18064,0.003611,0.759591,0.00307,nan,nan,0.14131,9.5E-4,0.16377,9.6E-4,4.49604,0.01422,1.42457,0.00905,43,40,39,203.49589961765,-64.05556073677,203.49589961765,-64.05556073677
