HIP,RAhms,DEdms,Vmag,Plx,e_Plx,Type,Period,u_Period,distance
3146,00 40 00.06,-07 52 18.9,8.4,2.09,1.09,VAR,2.20386,,478.46893
3158,00 40 09.96,-08 55 53.3,9.59,nan,nan,CST,nan,,nan
3165,00 40 19.78,+24 03 14.0,7.21,6.11,1.33,ELL:,nan,,163.66612
3171,00 40 24.81,+59 30 49.7,7.26,-0.02,0.74,LB,nan,,-50000.0
3179,00 40 30.39,+56 32 14.7,2.24,14.27,0.57,ROT:,2.4124,,70.07708
3193,00 40 42.38,-04 21 06.5,5.9,5.66,0.94,,nan,,176.67845
3242,00 41 15.18,+14 57 06.3,9.63,2.57,1.34,MISC,0.029035,,389.10507
3269,00 41 35.98,+24 37 44.6,6.06,7.06,0.77,,nan,,141.64307
3277,00 41 46.30,-56 30 05.2,5.72,15.29,0.58,ACV,3.9516,,65.40222
3284,00 41 51.22,+38 53 46.7,7.65,2.86,0.95,VAR,7.98403,,349.65036
3289,00 41 57.80,+59 54 53.0,7.42,4.59,0.77,,nan,,217.86491
3294,00 42 01.82,+53 57 33.1,8.84,1.89,1.18,SRD,nan,,529.1005
3300,00 42 03.88,+50 30 45.1,4.8,2.94,0.73,,nan,,340.13605
3303,00 42 06.88,-61 21 53.3,8.52,-0.78,0.89,VAR,4.20239,,-1282.0513
3338,00 42 32.80,+05 40 31.3,7.69,3.55,0.85,ACV,0.9898,,281.69016
3344,00 42 37.53,-36 01 19.9,7.07,1.87,0.85,VAR,60.53269,,534.75934
3346,00 42 37.99,+52 20 13.8,6.94,0.22,0.78,E:,5.551,,4545.4546
3357,00 42 43.42,+03 47 25.4,8.82,8.61,1.04,VAR,0.0863,,116.14402
3367,00 42 50.07,+64 17 28.6,7.28,0.44,0.75,ACYG,5.67118,,2272.7273
3383,00 43 01.27,+64 06 37.6,9.22,1.64,0.99,GCAS,nan,,609.7561
3401,00 43 18.25,+61 54 40.2,10.52,3.34,1.63,INA,nan,,299.4012
3414,00 43 28.09,+47 01 28.7,4.95,18.71,0.73,ELL,0.98211,,53.447357
3415,00 43 28.40,+64 45 35.4,10.11,-1.09,1.52,WR,nan,,-917.43115
3432,00 43 48.02,+42 16 55.8,9.36,2.39,1.34,HADS,0.1249078,,418.41003
3454,00 44 11.21,+46 14 08.2,7.49,8.22,1.74,EA,4.71841,,121.654495
3461,00 44 16.73,+40 41 06.8,8.61,1.44,1.3,SR,694.0,,694.4444
3481,00 44 26.90,+00 31 30.4,9.12,0.45,1.43,MISC,36.543279,,2222.2222
3494,00 44 37.18,+40 40 45.8,7.18,1.48,0.97,ZAND+E,482.57,,675.67566
3498,00 44 39.03,+36 36 09.1,9.06,1.91,1.49,LB:,nan,,523.56024
3504,00 44 43.50,+48 17 03.8,4.48,3.6,0.82,GCAS,nan,,277.77777
3513,00 44 50.34,+60 18 33.1,8.64,3.13,2.19,DSCTC:,0.22299,,319.4888
3518,00 44 55.27,+03 12 03.6,7.73,3.18,1.03,SRB,nan,,314.4654
3552,00 45 24.10,-04 37 45.3,6.15,2.93,0.82,,nan,,341.2969
3572,00 45 39.11,+74 59 17.3,5.64,11.24,0.55,EA/DM,4.467222,,88.96797
3578,00 45 41.92,-48 18 04.2,7.88,25.89,1.06,VAR:,nan,,38.624954
3611,00 46 15.04,+55 18 19.4,6.51,5.62,0.73,VAR,0.51883,,177.93594
3632,00 46 32.98,+15 28 32.2,5.36,5.55,0.82,SRS,25.7,,180.18018
3634,00 46 35.27,-58 02 54.7,7.39,0.79,0.73,LB:,nan,,1265.8228
3635,00 46 36.18,-37 39 33.5,11.97,-2.31,3.1,CST,nan,,-432.90045
3678,00 47 03.35,-11 52 18.9,11.77,1.59,3.54,VAR:,nan,,628.9308
3685,00 47 13.56,+19 34 43.3,6.11,9.35,0.85,DSCTC:,0.104,,106.951866
3776,00 48 32.80,-53 19 56.9,8.3,1.75,1.01,MISC,35.09,,571.4286
3791,00 48 43.18,-61 43 42.7,9.44,1.76,1.05,E,1.0538566,,568.1818
3801,00 48 49.99,+50 58 05.5,4.9,8.37,0.76,,nan,,119.47431
3808,00 48 56.93,+12 52 46.9,8.14,1.23,1.02,LB:,40.27,,813.0081
3812,00 49 01.31,-56 05 49.3,10.33,-0.22,1.32,BE,nan,,-4545.4546
3823,00 49 04.66,+14 48 33.1,6.95,4.03,0.81,CST,nan,,248.13895
3825,00 49 06.22,-21 09 03.8,7.04,4.06,1.05,,nan,,246.30542
3833,00 49 13.87,+57 04 30.1,7.12,2.03,0.81,LB,nan,,492.61084
3839,00 49 16.14,+68 28 02.1,8.13,1.49,0.83,SPB,0.436524,,671.1409
3852,00 49 29.44,-55 45 52.4,9.39,2.09,1.21,SRB,38.7,,478.46893
3881,00 49 48.83,+41 04 44.2,4.53,4.8,0.75,VAR:,nan,,208.33333
3886,00 49 53.27,+60 07 38.6,9.93,-0.02,1.58,DCEP,4.501697,,-50000.0
3894,00 49 56.28,-57 23 10.5,7.19,3.15,0.69,SRB,nan,,317.4603
3903,00 50 03.76,-43 23 41.8,6.49,10.31,0.82,DSCTC,0.0492,,96.99321
3905,00 50 04.65,+81 58 02.0,7.38,2.02,0.58,CST:,nan,,495.0495
3919,00 50 18.21,+45 00 08.1,6.13,11.01,0.76,ACV,2.5481,,90.82652
3925,00 50 24.50,+03 22 53.1,8.22,1.47,1.04,VAR,7.70772,,680.2721
3926,00 50 25.10,+50 37 49.6,7.83,13.06,2.03,,nan,,76.56968
3934,00 50 31.58,-73 28 42.5,11.18,3.24,2.04,SDOR:,nan,,308.64197
3938,00 50 33.37,+10 24 41.7,8.63,3.18,1.41,PULS,nan,,314.4654
3949,00 50 41.13,-50 59 12.9,5.24,13.06,0.59,DSCT,0.119682,,76.56968
3951,00 50 43.57,+64 14 51.3,5.35,4.01,0.58,EB,1.9165,,249.37654
3954,00 50 46.42,+58 44 40.0,8.3,3.43,1.15,PULS,0.717,,291.5452
3988,00 51 16.39,+61 48 19.8,6.04,1.31,0.63,LC,nan,,763.3588
4006,00 51 25.93,+63 46 52.2,6.87,-1.15,0.64,VAR,12.91156,,-869.56525
4008,00 51 26.04,+62 55 14.9,9.6,1.46,1.21,SRB,100.0,,684.9315
4021,00 51 32.68,-03 08 35.2,7.25,4.25,0.9,VAR,0.80727,,235.29411
4053,00 51 54.60,+32 22 01.2,7.72,1.66,1.07,VAR,6.22007,,602.40967
4084,00 52 24.51,-69 30 12.9,6.67,16.33,1.59,,nan,,61.236988
4090,00 52 29.05,+79 50 25.7,7.73,2.97,0.62,VAR,8.0,,336.70035
4100,00 52 38.00,+45 08 00.5,7.44,4.43,0.95,VAR,18.46722,,225.73364
4102,00 52 39.55,+42 57 29.0,9.15,2.23,1.19,VAR,11.12595,,448.43048
4106,00 52 40.60,-21 26 18.7,7.44,-0.47,1.17,SRD,nan,,-2127.6597
4129,00 52 53.36,+38 32 55.9,6.7,4.31,0.82,ELL:,0.83119,,232.01857
4181,00 53 25.16,-39 04 04.5,8.62,5.37,1.13,VAR,1.05108,,186.21974
4200,00 53 37.78,-62 52 16.9,5.73,5.32,0.56,SR,nan,,187.96992
4225,00 53 53.60,-32 14 15.2,9.26,11.01,1.4,VAR,0.08432,,90.82652
4251,00 54 13.44,-22 53 07.8,9.59,8.27,1.43,VAR,3.74322,,120.918976
4263,00 54 24.54,-35 24 03.6,9.32,5.98,1.22,,nan,,167.22408
4266,00 54 33.58,-82 40 09.6,8.39,1.91,1.53,LB:,nan,,523.56024
4279,00 54 45.95,+64 05 05.2,8.87,0.58,1.07,EB/GS,197.28,,1724.138
4284,00 54 53.86,+58 33 49.1,9.6,-0.17,1.61,M,407.9,,-5882.353
4295,00 55 01.02,+61 39 44.7,8.44,3.0,1.02,,nan,,333.33334
4298,00 55 05.22,+48 40 42.8,6.28,4.06,0.74,VAR,21.88663,,246.30542
4304,00 55 08.70,+32 17 33.4,9.34,2.67,1.4,LB:,nan,,374.53183
4305,00 55 09.78,+57 16 34.1,7.43,0.99,0.85,,nan,,1010.101
4316,00 55 14.64,+20 18 06.1,8.65,-0.25,1.22,SR:,15.892,,-4000.0
4317,00 55 14.66,+24 33 25.5,6.19,5.64,0.75,SRB,109.1,,177.30496
4322,00 55 18.13,+23 09 49.4,10.86,9.22,4.25,HADS,0.07868281,,108.45987
4327,00 55 22.94,+30 39 41.9,7.81,5.97,1.97,VAR:,nan,,167.5042
4347,00 55 43.94,-27 53 36.9,9.48,0.22,1.42,VAR:,nan,,4545.4546
4363,00 55 55.53,-27 46 33.0,6.11,1.75,0.83,VAR,1.07819,,571.4286
4406,00 56 29.39,-59 40 23.4,9.3,1.57,1.18,LB:,nan,,636.9426
4409,00 56 30.23,+40 54 04.3,9.41,0.58,1.35,VAR,30.45067,,1724.138
4427,00 56 42.50,+60 43 00.3,2.15,5.32,0.56,GCAS+X+LERI:,1.21598,,187.96992
4429,00 56 43.07,+60 05 52.9,8.53,-1.39,1.12,GDOR,1.080115,,-719.42444
4433,00 56 44.47,+26 20 24.0,7.7,3.29,0.98,SRB,nan,,303.9514
4437,00 56 45.65,+60 01 59.4,7.84,3.35,0.9,ELL:,0.758619,,298.50748
4440,00 56 46.94,+60 21 46.3,5.56,5.31,0.61,HB,4.241,,188.32391
4448,00 56 55.38,-51 52 32.0,8.99,22.95,2.16,TTS/ROT,1.461,,43.572983
4451,00 56 58.06,+56 14 24.1,8.46,-0.97,1.87,LB:,nan,,-1030.9279
4452,00 56 59.21,+31 53 46.9,7.7,1.0,0.98,LB:,nan,,1000.0
4457,00 57 09.83,+34 51 50.4,7.94,11.39,0.98,EA,1.5055324,,87.79631
4488,00 57 32.51,-10 28 32.8,7.64,3.91,0.93,ACV,1.11,,255.75447
4505,00 57 43.78,-26 13 22.5,9.98,-1.96,1.87,EA:,1.577216,,-510.20407
4513,00 57 52.17,-70 27 30.5,8.76,-0.82,0.91,LB:,nan,,-1219.5122
4530,00 58 00.41,-22 35 44.3,8.48,0.38,1.24,SRD,70.7,,2631.579
4541,00 58 09.70,-63 23 44.2,11.56,4.88,1.82,RRAB,0.6422382,,204.91803
4553,00 58 14.63,+39 53 30.9,9.14,0.77,1.36,VAR,17.24138,,1298.7013
4568,00 58 27.05,-37 03 42.1,9.67,10.99,1.73,VAR,nan,,90.99181
4577,00 58 36.35,-29 21 26.9,4.3,4.85,0.84,SXARI,nan,,206.18558
4584,00 58 43.10,+47 02 11.8,6.84,3.74,0.82,VAR,1.10235,,267.37967
4586,00 58 43.77,-19 37 57.5,7.12,2.53,0.86,SRB,nan,,395.25693
4593,00 58 45.85,+32 06 20.3,10.64,3.64,1.92,EB:,0.324514,,274.72528
4609,00 59 03.05,-02 27 12.3,7.53,0.23,0.89,,nan,,4347.826
4621,00 59 21.94,+42 51 04.3,8.3,1.2,1.21,LB:,nan,,833.3333
4624,00 59 23.33,+00 46 44.5,7.66,2.43,1.07,,nan,,411.5226
4639,00 59 34.47,+45 24 24.2,11.82,3.02,3.15,DCEP,3.200635,,331.12582
4649,00 59 44.41,-31 20 10.3,7.51,4.76,0.98,IB:,nan,,210.08403
4652,00 59 46.46,+27 56 44.5,11.94,-7.16,5.9,M,188.1,,-139.66481
4655,00 59 49.67,+06 28 59.7,6.14,3.07,0.81,LB,nan,,325.7329
4658,00 59 51.59,-49 45 02.3,7.39,1.3,0.84,SRB,nan,,769.2308
4676,01 00 03.65,-02 01 08.1,7.35,10.98,0.85,VAR,334.44816,,91.074684
4687,01 00 13.16,+11 56 07.1,8.05,4.79,1.05,DSCT,0.07902951,,208.76826
4693,01 00 18.91,-72 44 35.8,10.59,3.76,1.5,UV:,nan,,265.95746
4707,01 00 30.39,-12 11 44.2,7.77,2.75,1.07,LB,nan,,363.63635
4717,01 00 33.44,+60 26 40.9,8.44,2.05,0.97,ACV,69.0,,487.8049
4725,01 00 40.29,-15 57 27.4,11.8,3.02,3.17,RRAB,0.5862844,,331.12582
4726,01 00 40.40,-01 39 30.9,6.85,1.79,0.81,SRB,nan,,558.65924
4747,01 01 01.76,-04 38 53.7,7.34,24.76,0.86,,nan,,40.387722
4761,01 01 10.75,+26 28 22.8,7.95,1.76,1.06,,nan,,568.1818
4777,01 01 22.58,-05 19 13.0,9.09,7.29,1.21,ROT,2.11457,,137.17421
4789,01 01 30.16,+69 21 30.7,6.67,2.8,1.06,VAR:,nan,,357.14285
4828,01 02 01.71,+59 32 44.9,8.12,4.45,0.85,DSCT,0.0873,,224.71912
4843,01 02 18.34,+81 52 32.1,6.9,4.84,0.54,DPV:/EA,2.493087,,206.61156
4852,01 02 26.38,-31 33 07.4,5.5,14.39,0.73,ACV:,nan,,69.4927
4862,01 02 30.33,+79 24 11.9,8.37,1.17,1.13,VAR,0.10295,,854.70087
4865,01 02 34.03,+05 45 54.1,8.55,5.05,1.14,DSCT,0.06541216,,198.01979
4879,01 02 42.89,-65 27 22.0,6.25,4.06,0.6,SRS,20.5,,246.30542
4891,01 02 49.36,+07 30 02.8,7.83,1.23,1.04,ACV,3.7931,,813.0081
4902,01 02 53.78,+51 47 53.2,6.84,0.89,1.3,VAR:,nan,,1123.5956
4908,01 02 56.99,+33 19 23.2,8.16,0.89,1.0,,nan,,1123.5956
4910,01 02 59.69,+59 39 23.3,8.61,2.9,1.1,VAR,0.17811,,344.82758
4918,01 03 09.86,+53 08 25.6,7.39,0.43,0.93,LB:,nan,,2325.5813
4935,01 03 18.52,-41 01 16.0,6.99,1.98,0.75,,nan,,505.0505
4945,01 03 25.98,+03 15 20.2,7.96,-0.24,0.93,ELL,167.8,,-4166.667
4956,01 03 33.60,+61 12 31.5,9.01,2.09,1.23,LB,nan,,478.46893
4961,01 03 37.01,+58 54 33.3,6.75,2.8,0.73,VAR,0.08987,,357.14285
4965,01 03 39.39,+84 36 24.9,6.74,6.67,0.56,VAR:,nan,,149.92503
4968,01 03 40.69,+05 14 07.6,7.74,4.51,1.07,DSCTC,0.1222,,221.72948
4970,01 03 41.34,+44 03 59.0,8.69,0.2,1.0,GCAS,nan,,5000.0
4974,01 03 43.81,-30 23 55.0,8.78,11.36,5.31,EA,14.7104,,88.028175
4983,01 03 53.36,+47 38 32.3,6.82,1.13,0.79,GCAS,nan,,884.95575
5002,01 04 04.51,+38 41 18.7,7.14,2.38,0.82,LB,nan,,420.16806
5007,01 04 07.16,+26 35 13.4,8.26,4.64,2.05,EA/RS,35.67142,,215.51724
5024,01 04 22.78,+51 13 20.3,8.23,7.28,0.98,VAR,0.10341,,137.36264
5026,01 04 23.90,-47 56 25.3,6.84,2.47,0.73,VAR,2.6488,,404.8583
5038,01 04 31.18,-70 32 25.3,8.95,1.64,0.91,SRA,411.0,,609.7561
5062,01 04 46.78,+51 00 35.3,6.53,3.06,0.76,VAR,0.88678,,326.7974
5075,01 04 55.14,+16 14 32.1,7.2,3.12,0.91,,nan,,320.51282
5081,01 05 05.35,+14 56 45.6,5.64,18.28,0.79,ACV,4.4162,,54.704594
5091,01 05 12.21,+19 11 52.1,7.44,2.43,0.89,LB:,21.981247,,411.5226
5108,01 05 28.29,+81 57 41.4,7.96,3.78,0.66,,nan,,264.55026
5118,01 05 34.59,-26 57 18.0,8.14,6.54,1.22,ELL:,nan,,152.9052
5131,01 05 40.93,+21 28 23.6,5.33,13.67,1.47,,nan,,73.152885
5138,01 05 48.23,+61 45 17.8,10.68,-2.12,3.61,DCEP,5.993859,,-471.69815
5148,01 05 54.19,+32 59 37.1,7.64,4.44,0.94,PULS,0.1507,,225.22522
5150,01 05 55.73,-26 43 43.8,8.44,4.45,1.25,roAp,nan,,224.71912
5161,01 06 03.95,+57 45 23.3,7.12,2.63,0.73,SPB,1.9324,,380.22812
5165,01 06 05.11,-46 43 06.6,3.32,16.46,22.22,,nan,,60.753345
5173,01 06 09.61,-38 13 59.0,8.21,1.97,0.98,VAR,2.49265,,507.6142
5193,01 06 26.53,-35 39 38.2,6.61,5.23,0.78,ACV:,nan,,191.20459
5209,01 06 37.66,+08 21 36.5,6.93,15.31,0.93,GDOR,0.74488,,65.31679
5227,01 06 49.05,-22 51 20.5,7.77,7.56,1.08,BY:,4.4995,,132.27513
5239,01 06 59.74,+63 46 23.4,7.54,-0.2,0.84,SRD,99.6,,-5000.0
5241,01 07 01.05,-29 36 54.5,9.38,6.04,1.21,,nan,,165.56291
5267,01 07 18.22,-72 28 03.6,10.27,-1.88,1.24,SDOR,nan,,-531.9149
5268,01 07 18.57,-61 46 30.9,5.36,11.68,0.5,SRD:,nan,,85.61644
5283,01 07 34.25,+41 18 22.8,9.16,1.13,1.16,VAR,5.36078,,884.95575
5293,01 07 44.21,+18 10 42.7,8.87,2.78,1.14,,nan,,359.71222
5344,01 08 21.84,+09 54 29.5,6.71,4.03,0.97,VAR:,nan,,248.13895
5348,01 08 23.06,-55 14 45.0,3.94,11.66,0.77,EA/DM,1.669776,,85.7633
5368,01 08 38.90,-17 03 49.1,8.76,-0.13,1.41,LB,56.6,,-7692.308
5388,01 08 57.01,+45 56 33.5,8.08,3.9,1.03,,nan,,256.41025
5391,01 09 00.10,+61 28 14.9,9.99,1.64,1.55,EA/DM,2.4893427,,609.7561
5397,01 09 03.95,-72 32 17.6,10.96,0.19,1.49,ACYG,nan,,5263.158
5407,01 09 11.14,+12 41 34.8,8.68,6.42,1.15,,nan,,155.76324
5409,01 09 12.23,+02 46 25.5,9.67,0.97,1.44,SRB,35.936618,,1030.9279
5434,01 09 30.12,+47 14 30.6,4.26,4.43,0.8,BE:,nan,,225.73364
5438,01 09 34.15,-46 15 56.1,8.6,3.9,1.17,EA/DM,24.592483,,256.41025
5442,01 09 36.02,-11 40 42.8,7.57,8.3,0.86,,nan,,120.481926
5450,01 09 45.29,+38 07 28.4,7.71,4.75,1.23,DSCTC,0.11405,,210.52632
5452,01 09 45.76,-20 12 59.8,9.34,12.52,4.01,EW,0.2564863,,79.8722
5497,01 10 22.92,+53 43 59.4,8.28,4.1,1.09,CST,nan,,243.90245
5510,01 10 33.56,+02 26 44.6,5.97,3.63,0.84,LB:,nan,,275.4821
5525,01 10 43.16,+23 27 58.3,8.2,1.95,1.06,SRB,110.5,,512.8205
5526,01 10 43.31,+27 52 04.6,8.1,4.71,1.0,PULS,0.1944,,212.31422
5559,01 11 17.29,-13 30 11.8,7.1,3.9,1.05,SRB,70.0,nan,256.41025
5566,01 11 25.52,+64 12 09.8,5.56,7.96,0.6,CST,nan,,125.62814
5581,01 11 34.97,-05 20 24.7,8.88,3.69,1.02,DSCT,0.067225,,271.00272
5588,01 11 40.20,+22 43 19.7,7.57,3.38,0.93,CST,nan,,295.85797
5589,01 11 41.37,+65 01 08.0,5.57,8.99,0.6,CST,nan,,111.23471
5615,01 12 03.61,+75 28 08.0,9.15,6.49,0.88,VAR,0.72515,,154.0832
5617,01 12 06.29,-51 45 14.1,8.84,0.15,1.1,MISC,41.5,,6666.6665
5628,01 12 17.03,+40 54 40.0,7.52,8.98,0.86,,nan,,111.35858
5658,01 12 41.17,+61 12 48.1,11.43,4.37,3.64,DCEP,4.259459,,228.83296
5659,01 12 41.28,+65 00 33.0,7.55,3.99,1.31,VAR,0.10151,,250.62657
5661,01 12 45.37,-37 51 23.1,5.95,13.62,0.71,DSCT,nan,,73.42144
5674,01 12 53.87,+51 36 09.0,7.3,12.94,1.28,GDOR,0.54867,,77.279755
5688,01 13 09.82,+61 42 22.3,6.4,5.0,0.82,ACV,1.00651,,200.0
5714,01 13 30.50,-73 20 10.3,10.21,-1.3,1.21,ACYG,nan,,-769.2308
5746,01 13 47.96,+27 07 59.2,8.07,3.09,0.95,SRB,70.0,,323.6246
5768,01 14 03.65,+60 52 59.3,7.18,2.3,0.78,VAR,0.87245,,434.78262
5772,01 14 04.87,+28 31 46.9,6.33,3.21,0.82,ZAND+SR,nan,,311.5265
5778,01 14 07.65,+16 08 00.8,5.97,6.52,0.79,ACV,2.824,,153.37424
5803,01 14 25.98,+24 24 56.7,10.17,2.2,1.63,RRC,0.390385,,454.54544
5804,01 14 28.07,+53 01 06.3,9.48,2.73,1.61,ACV,1.8815,,366.30035
5830,01 14 46.53,-17 14 23.3,8.52,7.67,2.14,CST,nan,,130.3781
5843,01 15 00.46,-55 37 57.4,7.61,2.84,0.73,VAR,5.49028,,352.1127
5846,01 15 01.10,+65 35 57.9,10.89,-0.6,2.04,DCEP,6.272724,,-1666.6666
5868,01 15 15.77,-58 01 51.6,8.6,0.75,0.93,SRB,nan,,1333.3334
5877,01 15 28.10,-25 48 54.2,10.99,-0.64,5.15,,nan,,-1562.5
5914,01 16 05.03,+25 46 09.7,6.76,3.09,0.83,SRB,155.8,,323.6246
5916,01 16 06.80,-34 08 55.7,8.4,3.17,0.91,ACV,5.0976,,315.4574
5926,01 16 11.90,+71 44 37.8,5.87,0.22,0.59,BY:,nan,,4545.4546
5939,01 16 24.49,+48 04 56.1,6.61,4.02,0.78,ACV,5.229,,248.75623
5950,01 16 36.25,+74 01 36.6,7.07,1.07,0.61,,nan,,934.5794
5955,01 16 38.07,-39 42 31.5,10.38,5.85,1.84,EW/KW,0.379919,,170.94017
5976,01 16 47.82,+75 12 02.2,8.5,2.53,0.77,SRB,32.4,,395.25693
5980,01 16 55.07,+06 48 41.9,8.98,15.87,1.32,EA/D:/RS,0.8610482,,63.011974
6002,01 17 11.90,+60 16 29.6,9.25,2.63,2.01,,nan,,380.22812
6006,01 17 14.95,+08 53 18.1,9.8,5.04,1.74,VAR,0.1399,,198.4127
6009,01 17 16.51,-37 16 36.9,9.39,6.28,2.48,MISC,1947.7,,159.23566
6014,01 17 20.11,+56 24 50.6,8.13,1.82,1.35,,nan,,549.45056
6027,01 17 26.29,+57 37 55.5,6.86,1.79,0.81,BE,nan,,558.65924
6029,01 17 27.37,+38 57 02.3,10.83,1.5,2.15,RRAB/BL,0.722757,,666.6667
6039,01 17 34.99,-65 12 42.4,6.92,1.47,0.61,SRB,nan,,680.2721
6040,01 17 35.53,+05 53 03.7,7.66,5.72,1.12,,nan,,174.82518
6060,01 17 47.96,+49 00 30.5,6.99,3.21,1.45,,nan,,311.5265
6072,01 17 57.33,-74 09 12.6,8.79,3.07,0.83,VAR:,nan,,325.7329
6081,01 18 02.70,+65 17 29.8,11.05,0.88,1.74,HMXB/XP,11.5983,,1136.3636
6084,01 18 07.17,+61 43 04.5,7.67,1.59,0.91,CST,nan,,628.9308
6093,01 18 13.89,+57 48 11.4,6.39,3.73,0.81,SRB,60.0,,268.09653
6094,01 18 14.95,-39 12 44.5,11.25,1.66,2.12,RRAB,0.5109117,,602.40967
6109,01 18 27.10,+61 53 34.5,8.85,2.4,1.17,BE:,nan,,416.66666
6111,01 18 27.21,-25 10 50.1,10.8,6.09,4.26,,nan,,164.20361
6115,01 18 30.61,-67 55 04.7,11.63,0.22,1.93,RRC/BL,0.4057948,,4545.4546
6117,01 18 32.95,-36 15 32.4,8.74,3.12,1.02,VAR,0.116,,320.51282
6137,01 18 44.16,-43 19 58.5,6.78,1.78,0.81,,nan,,561.7978
6147,01 18 54.64,-44 56 12.8,8.92,1.42,1.22,VAR:,nan,,704.2254
6156,01 18 57.50,+66 09 28.0,8.36,3.48,2.3,,nan,,287.35632
6162,01 19 03.14,+45 42 21.1,7.17,3.38,0.92,,nan,,295.85797
6171,01 19 09.05,+58 17 26.0,10.69,2.02,3.5,EA,1.71628,,495.0495
6174,01 19 10.35,+62 23 48.4,10.17,-0.04,1.82,EA/D,11.72115,,-25000.0
6186,01 19 22.57,-23 06 27.7,9.17,2.4,1.5,VAR,0.58611,,416.66666
6189,01 19 24.55,+57 16 26.5,7.61,2.37,0.86,VAR,3.6422,,421.94095
6191,01 19 25.66,+56 19 45.1,8.44,3.59,1.32,LB,nan,,278.55154
6200,01 19 31.03,-48 17 40.8,8.79,5.53,1.12,EA,19.9757,,180.83182
6207,01 19 33.95,-47 17 32.3,7.48,2.2,0.85,LB,nan,,454.54544
6220,01 19 44.68,+06 09 42.8,7.82,2.85,1.12,SRB,22.525075,,350.8772
6226,01 19 48.29,-00 30 32.4,5.87,8.27,1.28,VAR:,nan,,120.918976
6229,01 19 51.74,+58 12 29.3,6.99,1.18,0.89,ACYG:,nan,,847.45764
6231,01 19 53.62,+58 18 30.8,8.69,1.93,1.36,LC,nan,,518.1347
6234,01 19 57.73,-15 48 50.7,6.7,19.67,1.58,,nan,,50.83884
6242,01 20 04.92,+58 13 53.8,4.95,1.4,0.68,,nan,,714.2857
6286,01 20 37.11,-08 24 52.3,9.34,3.41,1.64,SRB,151.0,,293.25513
6287,01 20 40.56,+51 35 41.2,7.1,1.63,1.3,EA,2.329651,,613.49695
6289,01 20 41.07,+15 41 45.8,7.25,9.84,0.87,VAR,1.66675,,101.626015
6294,01 20 47.35,+47 03 37.8,8.19,5.76,1.04,DSCT,0.096467,,173.6111
6295,01 20 47.87,+56 12 26.4,7.81,9.75,1.41,PULS,0.561,,102.5641
6301,01 20 52.36,+21 43 43.3,10.94,3.81,2.05,RRC/BL,0.28779276,,262.4672
6307,01 21 03.56,+07 36 21.5,8.66,8.03,1.29,EW,0.475604,,124.533005
6312,01 21 05.19,+64 39 29.5,6.33,13.67,0.62,,nan,,73.152885
6325,01 21 11.81,+85 07 55.6,8.59,-0.22,0.76,SRD,109.0,,-4545.4546
6347,01 21 31.32,+74 34 49.2,7.19,10.09,0.61,ELL,2.75889,,99.108025
6350,01 21 32.94,-29 07 52.6,10.38,9.76,5.11,EW,0.422901,,102.459015
6393,01 22 09.24,-37 03 05.6,6.71,7.29,0.72,,nan,,137.17421
6397,01 22 10.39,-46 13 17.6,8.44,2.39,0.93,DSCT,0.1248994,,418.41003
6408,01 22 18.99,-56 43 52.9,8.84,8.49,0.96,ELL,0.65703,,117.78564
6412,01 22 21.14,-61 19 46.1,7.22,1.47,0.63,,nan,,680.2721
6418,01 22 24.20,-43 36 09.5,7.03,12.7,0.8,VAR,0.56247,,78.74016
6429,01 22 34.82,-00 26 58.7,6.5,5.99,0.86,,nan,,166.94492
6430,01 22 36.15,-04 56 12.1,10.0,1.19,1.3,SRB,96.6,,840.3361
6453,01 22 56.43,+31 50 28.4,7.45,1.79,0.97,SRB,nan,,558.65924
6457,01 23 02.47,-37 42 08.5,7.33,2.47,0.77,,nan,,404.8583
6477,01 23 17.15,-33 32 52.8,6.8,5.39,0.84,,nan,,185.52876
6485,01 23 21.15,-57 28 50.4,8.53,20.29,0.93,TTS/ROT,3.57,,49.28536
6487,01 23 21.48,-17 56 02.1,7.05,4.12,0.84,SR,nan,,242.71846
6492,01 23 24.95,+20 28 08.4,5.97,3.94,0.68,,nan,,253.8071
6501,01 23 30.20,-13 55 27.1,8.32,3.16,1.03,RR:,0.54253,,316.4557
6502,01 23 30.97,-30 56 43.8,5.84,3.67,0.71,VAR,10.62361,,272.47955
6522,01 23 46.82,+78 43 33.8,6.07,0.1,0.56,VAR:,nan,,10000.0
6531,01 23 56.80,-60 37 44.3,7.66,1.49,0.72,,nan,,671.1409
6534,01 24 00.40,-72 19 27.9,7.8,3.9,0.62,ACV,19.396,,256.41025
6536,01 24 01.09,-37 35 59.0,8.98,1.35,1.22,SRD,46.6,,740.7407
6552,01 24 12.19,-70 40 31.3,8.07,5.78,0.7,DSCTC,nan,,173.01038
6554,01 24 13.69,+21 51 29.0,9.46,1.21,1.05,SRB,154.0,,826.4462
6560,01 24 18.68,+43 08 31.6,6.69,4.91,0.8,ACV,69.92,,203.666
6565,01 24 20.70,-02 28 19.2,8.1,0.07,0.97,VAR,15.5159,,14285.714
6584,01 24 33.93,-45 43 16.7,7.76,0.8,0.9,SR,84.7,,1250.0
6593,01 24 41.15,-00 58 12.8,7.56,4.27,0.9,DSCTC,nan,,234.19203
6604,01 24 48.61,+39 25 06.9,8.73,2.67,1.07,VAR,0.09013,,374.53183
