wav,rprs
 2.56814,0.1415185
 2.57348,0.1414279
 2.57883,0.1420318
 2.58419,0.1414508
 2.58956,0.1420864
 2.59495,0.1418923
 2.60035,0.1417457
 2.60575,0.1420107
 2.61117,0.1416116
 2.61660,0.1418490
 2.62204,0.1421536
 2.62749,0.1415838
 2.63296,0.1413281
 2.63843,0.1410705
 2.64392,0.1413086
 2.64942,0.1421574
 2.65493,0.1417569
 2.66045,0.1421323
 2.66598,0.1416110
 2.67152,0.1418705
 2.67708,0.1421000
 2.68265,0.1418077
 2.68822,0.1413845
 2.69381,0.1419185
 2.69942,0.1411669
 2.70503,0.1414001
 2.71065,0.1415911
 2.71629,0.1413128
 2.72194,0.1415079
 2.72760,0.1419114
 2.73327,0.1418730
 2.73895,0.1419950
 2.74465,0.1417813
 2.75036,0.1419273
 2.75608,0.1420239
 2.76181,0.1411467
 2.76755,0.1416504
 2.77331,0.1416257
 2.77907,0.1420579
 2.78485,0.1420994
 2.79064,0.1419844
 2.79645,0.1414112
 2.80226,0.1419882
 2.80809,0.1417167
 2.81393,0.1417593
 2.81978,0.1417973
 2.82564,0.1417655
 2.83152,0.1416227
 2.83741,0.1422784
 2.84331,0.1418034
 2.84922,0.1415023
 2.85514,0.1425243
 2.86108,0.1413986
 2.86703,0.1419412
 2.87299,0.1422061
 2.87897,0.1419278
 2.88495,0.1417914
 2.89095,0.1417808
 2.89696,0.1420599
 2.90299,0.1417511
 2.90902,0.1418074
 2.91507,0.1416673
 2.92113,0.1417592
 2.92721,0.1424057
 2.93330,0.1419365
 2.93940,0.1415710
 2.94551,0.1413708
 2.95163,0.1416262
 2.95777,0.1415223
 2.96392,0.1423664
 2.97008,0.1420825
 2.97626,0.1417366
 2.98245,0.1417454
 2.98865,0.1422441
 2.99487,0.1419127
 3.00109,0.1418927
 3.00733,0.1423549
 3.01359,0.1417707
 3.01985,0.1417143
 3.02613,0.1415247
 3.03243,0.1417342
 3.03873,0.1416558
 3.04505,0.1420363
 3.05138,0.1418719
 3.05773,0.1415823
 3.06409,0.1417038
 3.07046,0.1423634
 3.07684,0.1417360
 3.08324,0.1416789
 3.08965,0.1416434
 3.09608,0.1415529
 3.10252,0.1416525
 3.10897,0.1419443
 3.11543,0.1416214
 3.12191,0.1418020
 3.12840,0.1418119
 3.13491,0.1412396
 3.14143,0.1416040
 3.14796,0.1413404
 3.15450,0.1415470
 3.16106,0.1418103
 3.16764,0.1414432
 3.17422,0.1414498
